origen,nombre,tipo,bytes,fecha,destino,nota
~/Downloads,Design - Boda.pdf.pdf,pdf,2882817,2026-08-06,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Menú de evento
~/Downloads,Design - Eventos  2.pdf,carpeta,6321082,2026-08-06,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Menú de evento
~/Downloads,Design - Eventos  3.pdf,carpeta,6148,2026-08-18,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Menú de evento
~/Downloads,Design - Eventos .pdf,pdf,33487824,2026-08-06,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Menú de evento
~/Downloads,Design - Eventos .pdf.zip,zip,6321472,2026-08-06,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Menú de evento
~/Downloads,Design - Menu 2027.pdf,pdf,472209,2026-08-10,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS,Carta / menú vigente
~/Downloads,Design.pdf,pdf,472209,2026-08-11,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS,Carta / menú vigente
~/Downloads,DetalleTransferencia_20-07-2026.pdf,pdf,75933,2026-07-20,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Estado / movimiento bancario
~/Downloads,Diario-oficial_Normativa_ZDVD.pdf,pdf,502753,2026-07-20,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,EN MENU EVENTS.pdf,pdf,613270,2026-06-12,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Menú de evento
~/Downloads,ES TAPAS GUATEMALTECAS.pdf,pdf,473791,2026-08-22,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Menú de evento
~/Downloads,Ejercicio_8pax_700usd_Acatenango.pdf,pdf,9292,2026-06-30,~/My Drive/PERSONAL/Acatenango_Aventuras,Proyecto Acatenango — ya existe carpeta
~/Downloads,El arroz que nos une.pdf,pdf,75575,2026-08-22,~/Rosanta OS/_Inbox,SIN REGLA - revisar con Juanma
~/Downloads,El_Despertar_del_Guerrero_-_Documento_Maestro.pdf,pdf,65095,2026-07-12,~/My Drive/PERSONAL/Mentoria_MOW,Mentoría personal
~/Downloads,Encuesta de Satisfacción - Rosanta.pdf,pdf,762673,2026-06-16,~/Rosanta OS/05_Marketing_OS/CRM_y_Retencion,CRM / encuesta
~/Downloads,Encuesta de Satisfacción - Rosanta.png,png,78856,2026-06-16,~/Rosanta OS/05_Marketing_OS/CRM_y_Retencion,CRM / encuesta
~/Downloads,English - Rosanta Menu2026_VF.pdf,pdf,912167,2026-07-03,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS,Carta / menú vigente
~/Downloads,Estado de cuenta (1).pdf,pdf,9761,2026-07-06,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Estado / movimiento bancario
~/Downloads,Estado de cuenta (2).pdf,pdf,9758,2026-07-13,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Estado / movimiento bancario
~/Downloads,Estado de cuenta (3).pdf,pdf,11073,2026-08-02,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Estado / movimiento bancario
~/Downloads,Estado de cuenta.csv,csv,2469,2026-07-01,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Estado / movimiento bancario
~/Downloads,Estado de cuenta.pdf,pdf,9396,2026-07-06,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Estado / movimiento bancario
~/Downloads,Estrategia_Marketing_Rosanta_v2.docx,docx,26670,2026-06-03,~/Rosanta OS/05_Marketing_OS/Scorecard_Marketing,Estrategia de marketing
~/Downloads,Evaluación SIC - Juanma Lemus.docx,docx,778413,2026-06-26,~/My Drive/PERSONAL/SIC,Proyecto SIC — fuera de Rosanta
~/Downloads,Eventos Rosanta 4.jpg,jpg,10230409,2026-08-06,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,Expediente EAP Indice (1).pdf,pdf,735853,2026-07-27,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,Expediente EAP Indice (2).pdf,pdf,28323,2026-07-28,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,Expediente EAP Indice (3).pdf,pdf,35658,2026-07-28,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,Expediente EAP Indice.pdf,pdf,34562,2026-07-27,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,Expediente EAP.pdf,pdf,52415,2026-07-27,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,Export_Contacts_All_Jul_2026_2_35_PM.csv,csv,434321,2026-07-06,~/Rosanta OS/05_Marketing_OS/CRM_y_Retencion,CRM / encuesta
~/Downloads,Extracción flor Rosanta.zip,zip,360384,2026-07-20,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Brand Kit,Assets de marca / tipografía
~/Downloads,F7A06974-F84F-4DCF-A6FC-1AFDCD4308E4.pdf,pdf,55578,2026-08-15,~/Rosanta OS/_Inbox/Revisar_Imagenes,Imagen/archivo sin contexto - clasificar manualmente
~/Downloads,FACTURAS NO TOMADAS EN CUENTA JUNIO.xlsx,xlsx,203618,2026-07-07,~/Rosanta OS/03_Finance_Data_OS/Finanzas & Contabilidad/Reportes_Contador,Contador / auditoría
~/Downloads,FIN FEBRERO 2026.xlsx,xlsx,33993,2026-06-03,~/Rosanta OS/03_Finance_Data_OS/Finanzas & Contabilidad/00_CIERRE_MAESTRO,Cierre mensual
~/Downloads,FIN JULIO 26.xlsx,xlsx,36006,2026-08-17,~/Rosanta OS/03_Finance_Data_OS/Finanzas & Contabilidad/00_CIERRE_MAESTRO,Cierre mensual
~/Downloads,FIN JUNIO 26.xlsx,xlsx,35984,2026-07-02,~/Rosanta OS/03_Finance_Data_OS/Finanzas & Contabilidad/00_CIERRE_MAESTRO,Cierre mensual
~/Downloads,FIN MAYO 26.xlsx,xlsx,35996,2026-06-11,~/Rosanta OS/03_Finance_Data_OS/Finanzas & Contabilidad/00_CIERRE_MAESTRO,Cierre mensual
~/Downloads,Fase2_Expansion_Aventuras_Mayas_v4.docx,docx,16207,2026-06-26,~/My Drive/PERSONAL/Acatenango_Aventuras,Proyecto Acatenango — ya existe carpeta
~/Downloads,Firma Rosanta VF.png,png,790049,2026-06-19,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Brand Kit,Assets de marca / tipografía
~/Downloads,Fogata-16.jpg,jpg,6875656,2026-08-06,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,Foto 1 (2).jpg,jpg,2376804,2026-08-04,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,Foto 1.jpg,jpg,2170768,2026-06-03,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,Foto 2 (2).jpg,jpg,3013963,2026-08-04,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,Foto 2.jpg,jpg,2951635,2026-06-03,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,Foto 3 (1).jpg,jpg,2695707,2026-08-04,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,Foto 3 (2).jpg,jpg,13211688,2026-08-06,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,Foto 3.jpg,jpg,3730092,2026-06-23,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,Foto 4.jpg,jpg,3580626,2026-06-23,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,Gancho (1).jpg,jpg,2089181,2026-08-04,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,Gancho.jpg,jpg,2045450,2026-06-23,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,Gift card  (1).png,png,478529,2026-07-27,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Brand Kit,Assets de marca / tipografía
~/Downloads,Gift card .png,png,428247,2026-06-18,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Brand Kit,Assets de marca / tipografía
~/Downloads,Gift_card_final.png,png,448387,2026-06-18,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Brand Kit,Assets de marca / tipografía
~/Downloads,Gustos y pasiones.docx,docx,224097,2026-06-03,~/My Drive/PERSONAL/Mentoria_MOW,Mentoría personal
~/Downloads,Hormozi_Claude_Prompt_Guide.pdf,pdf,647829,2026-07-30,~/Rosanta OS/01_Business_Fundamentals/Referencias,Material de referencia / formación
~/Downloads,IMG_0531.pdf,pdf,3193566,2026-07-08,~/Rosanta OS/_Inbox/Revisar_Imagenes,Imagen/archivo sin contexto - clasificar manualmente
~/Downloads,Infografia_del_Paragon_-_Man_of_War (1).pdf,pdf,35320,2026-07-12,~/My Drive/PERSONAL/Mentoria_MOW,Mentoría personal
~/Downloads,Infografia_del_Paragon_-_Man_of_War.pdf,pdf,36322,2026-07-12,~/My Drive/PERSONAL/Mentoria_MOW,Mentoría personal
~/Downloads,Inventario Barra 2026  (1).xlsx,xlsx,95080,2026-07-02,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS/Inventarios,Inventario PosFile
~/Downloads,Inventario Barra 2026  (2).xlsx,xlsx,101875,2026-08-12,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS/Inventarios,Inventario PosFile
~/Downloads,Inventario Barra 2026  (3).xlsx,xlsx,101818,2026-08-17,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS/Inventarios,Inventario PosFile
~/Downloads,Inventario Barra 2026 .xlsx,xlsx,87520,2026-06-02,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS/Inventarios,Inventario PosFile
~/Downloads,Inventario_7_13_2026_134452.xlsx,xlsx,102179,2026-07-13,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS/Inventarios,Inventario PosFile
~/Downloads,Inventario_8_11_2026_21223.xlsx,xlsx,102177,2026-08-11,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS/Inventarios,Inventario PosFile
~/Downloads,Inventario_8_12_2026_15419.xlsx,xlsx,73161,2026-08-12,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS/Inventarios,Inventario PosFile
~/Downloads,Inventario_8_12_2026_183144.xlsx,xlsx,75207,2026-08-12,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS/Inventarios,Inventario PosFile
~/Downloads,Inventario_8_12_2026_191620.xlsx,xlsx,75277,2026-08-12,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS/Inventarios,Inventario PosFile
~/Downloads,Inventario_8_17_2026_115527.xlsx,xlsx,75285,2026-08-17,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS/Inventarios,Inventario PosFile
~/Downloads,Invoice - 0392.pdf,pdf,43929,2026-07-13,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Factura/recibo de proveedor de servicio
~/Downloads,Invoice-QEBENO46-0011.pdf,pdf,34542,2026-07-26,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Factura/recibo de proveedor de servicio
~/Downloads,Ivan_Modificaciones_Ficha_Fuego.pdf,pdf,3548,2026-06-26,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,Ivan_Orozco_Trayectoria_SafeTour.pdf,pdf,653076,2026-06-19,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,Los tres Paelleros.pdf,pdf,75157,2026-08-22,~/Rosanta OS/_Inbox,SIN REGLA - revisar con Juanma
~/Downloads,M1-Guia1-CuadernoAprendizaje.docx,docx,828385,2026-08-02,~/Rosanta OS/05_Marketing_OS/3. IA Gastronomico/Academia de IA,Curso ChefAIClub
~/Downloads,M1-Guia2-PerfilComensalPerfecto.docx,docx,33829105,2026-08-03,~/Rosanta OS/05_Marketing_OS/3. IA Gastronomico/Academia de IA,Curso ChefAIClub
~/Downloads,M1-Guia3-PropuestaDeValor.docx,docx,15512476,2026-08-03,~/Rosanta OS/05_Marketing_OS/3. IA Gastronomico/Academia de IA,Curso ChefAIClub
~/Downloads,M3-CalendarioContenido-ChefAIClub.xlsx,xlsx,21168,2026-08-04,~/Rosanta OS/05_Marketing_OS/3. IA Gastronomico/Academia de IA,Curso ChefAIClub
~/Downloads,M3-Guia3-Formatos-Fotografia.docx,docx,15745,2026-08-04,~/Rosanta OS/05_Marketing_OS/3. IA Gastronomico/Academia de IA,Curso ChefAIClub
~/Downloads,M4-Guia1-CuadernoAprendizaje.docx,docx,602483,2026-08-04,~/Rosanta OS/05_Marketing_OS/3. IA Gastronomico/Academia de IA,Curso ChefAIClub
~/Downloads,M4-Guia2-FlujoBienvenida.docx,docx,12532,2026-08-04,~/Rosanta OS/05_Marketing_OS/3. IA Gastronomico/Academia de IA,Curso ChefAIClub
~/Downloads,M5-Guia3-EmailMarketing.docx,docx,18425,2026-08-04,~/Rosanta OS/05_Marketing_OS/3. IA Gastronomico/Academia de IA,Curso ChefAIClub
~/Downloads,M6-Guia2-PlantillasResenas.docx,docx,13991,2026-08-05,~/Rosanta OS/05_Marketing_OS/3. IA Gastronomico/Academia de IA,Curso ChefAIClub
~/Downloads,M7-Dashboard-Metricas-ChefAIClub.xlsx,xlsx,12058,2026-08-05,~/Rosanta OS/05_Marketing_OS/3. IA Gastronomico/Academia de IA,Curso ChefAIClub
~/Downloads,MAPA-manana.png,png,93127,2026-08-07,~/Rosanta OS/_Inbox/Revisar_Imagenes,Imagen/archivo sin contexto - clasificar manualmente
~/Downloads,MENÚ BODAS.pdf,pdf,697538,2026-06-12,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Menú de evento
~/Downloads,MOW Longevidad 14Habitos.pptx,pptx,306144,2026-08-03,~/My Drive/PERSONAL/Mentoria_MOW,Mentoría personal
~/Downloads,MOW_Cadre_Manual_Resumen.pdf,pdf,5305,2026-08-04,~/My Drive/PERSONAL/Mentoria_MOW,Mentoría personal
~/Downloads,MOW_Cadre_Selection_Juanma_Lemus (1).pptx,pptx,2062222,2026-07-08,~/My Drive/PERSONAL/Mentoria_MOW,Mentoría personal
~/Downloads,MOW_Cadre_Selection_Juanma_Lemus.pptx,pptx,961978,2026-07-08,~/My Drive/PERSONAL/Mentoria_MOW,Mentoría personal
~/Downloads,MUESTRA_Cotizacion_Rosanta_FINAL.pdf,pdf,5550583,2026-08-06,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Man_of_War_Coaches_Interview_Process.pdf,pdf,5296,2026-07-08,~/My Drive/PERSONAL/Mentoria_MOW,Mentoría personal
~/Downloads,MentalMentor.exe,exe,3360464,2026-08-13,~/My Drive/PERSONAL/Mentoria_MOW,Mentoría personal
~/Downloads,Menu Evento Rosanta Miguel & Nathalie.pdf,pdf,305598,2026-07-07,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Menú de evento
~/Downloads,Menu Evento Rosanta Sabado 11.pdf,pdf,305323,2026-07-07,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Menú de evento
~/Downloads,Menu Evento Rosanta.pdf,pdf,305323,2026-07-07,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Menú de evento
~/Downloads,Menú Rosanta 2027.pdf,pdf,32571,2026-08-10,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS,Carta / menú vigente
~/Downloads,Mes del Guerrero-20260712T192903Z-2-001.zip,zip,12150759,2026-07-12,~/My Drive/PERSONAL/Mentoria_MOW,Mentoría personal
~/Downloads,Mica Digital 18.12.25 (1)-compressed.pdf,pdf,17381558,2026-06-16,~/Rosanta OS/_Inbox,SIN REGLA - revisar con Juanma
~/Downloads,Mica Digital 18.12.25 (1)-compressed.pdf.pdf,pdf,54895232,2026-06-16,~/Rosanta OS/_Inbox,SIN REGLA - revisar con Juanma
~/Downloads,Mica Digital 18.12.25 (2)_compressed.pdf,pdf,18324718,2026-06-16,~/Rosanta OS/_Inbox,SIN REGLA - revisar con Juanma
~/Downloads,Mica Digital 18.12.25 (2)_compressed.pdf (1).pdf,pdf,58183995,2026-06-16,~/Rosanta OS/_Inbox,SIN REGLA - revisar con Juanma
~/Downloads,Mica Digital 18.12.25 (2)_compressed.pdf.pdf,pdf,58183995,2026-06-16,~/Rosanta OS/_Inbox,SIN REGLA - revisar con Juanma
~/Downloads,Mica Digital 18.12.25.pdf,pdf,32733753,2026-06-15,~/Rosanta OS/_Inbox,SIN REGLA - revisar con Juanma
~/Downloads,MyWebfontsKit,carpeta,75014,2026-08-13,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Brand Kit,Assets de marca / tipografía
~/Downloads,NDA_SafeTour_INGUAT_Confidencialidad.docx,docx,13955,2026-06-25,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,NDA_SafeTour_INGUAT_Confidencialidad.pdf,pdf,84335,2026-07-07,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,NTG-GT-001_BORRADOR_INSUMO_TECNICO.docx,docx,31637,2026-06-25,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,NTG-GT-001_BORRADOR_INSUMO_TECNICO.pdf,pdf,272900,2026-07-07,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,NTG-GT-001_v2_Marco_General_Turismo_Aventura.pdf,pdf,271878,2026-06-17,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,NTG-GT-003_Rappel_Canyoning.pdf,pdf,127181,2026-06-18,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,NTG-GT-015_Buceo_Deportivo.pdf,pdf,142374,2026-06-18,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,Nota de Debito.pdf,pdf,8019,2026-06-30,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Estado / movimiento bancario
~/Downloads,OFFICIAL 8TH MOW GATHERING (1).pdf,pdf,885394,2026-08-18,~/My Drive/PERSONAL/Mentoria_MOW,Mentoría personal
~/Downloads,Para_ti_mama.pdf,pdf,80420,2026-08-06,~/My Drive/PERSONAL/Varios,Personal
~/Downloads,PdfComprobante (1).pdf,pdf,41203,2026-06-11,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (10).pdf,pdf,41313,2026-06-11,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (100).pdf,pdf,35501,2026-07-27,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (11).pdf,pdf,41485,2026-06-16,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (12).pdf,pdf,40933,2026-06-16,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (13).pdf,pdf,41399,2026-06-16,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (14).pdf,pdf,41401,2026-06-16,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (15).pdf,pdf,41332,2026-06-16,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (16).pdf,pdf,41157,2026-06-16,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (17).pdf,pdf,41187,2026-06-16,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (18).pdf,pdf,41028,2026-06-16,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (19).pdf,pdf,41503,2026-06-16,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (2).pdf,pdf,41103,2026-06-11,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (20).pdf,pdf,41331,2026-06-16,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (21).pdf,pdf,41137,2026-06-16,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (22).pdf,pdf,41214,2026-06-16,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (23).pdf,pdf,41067,2026-06-22,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (24).pdf,pdf,41423,2026-06-22,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (25).pdf,pdf,41055,2026-06-22,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (26).pdf,pdf,41319,2026-06-22,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (27).pdf,pdf,41352,2026-06-22,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (28).pdf,pdf,41410,2026-06-22,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (29).pdf,pdf,41079,2026-06-22,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (3).pdf,pdf,41001,2026-06-11,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (30).pdf,pdf,41834,2026-06-22,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (31).pdf,pdf,41656,2026-06-23,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (32).pdf,pdf,41272,2026-06-23,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (33).pdf,pdf,41316,2026-06-23,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (34).pdf,pdf,41455,2026-06-24,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (35).pdf,pdf,41302,2026-06-24,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (36).pdf,pdf,41221,2026-06-24,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (37).pdf,pdf,41303,2026-06-29,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (38).pdf,pdf,41057,2026-06-29,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (39).pdf,pdf,41566,2026-06-29,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (4).pdf,pdf,41131,2026-06-11,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (40).pdf,pdf,41146,2026-06-29,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (41).pdf,pdf,41225,2026-06-29,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (42).pdf,pdf,41516,2026-06-29,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (43).pdf,pdf,41204,2026-06-29,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (44).pdf,pdf,41184,2026-06-29,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (45).pdf,pdf,41565,2026-06-29,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (46).pdf,pdf,41299,2026-06-29,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
~/Downloads,PdfComprobante (47).pdf,pdf,41350,2026-06-29,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/Comprobantes_2026,Comprobante de pago bancario
